pixel_u,pixel_v,x_world,y_world,z_world,alpha
830,545,0.013206887201236129,-0.01075000047683716,0.0346249998807907,1
831,545,0.01314671915020544,-0.01075000047683716,0.034590261840331524,1
832,545,0.01308655109917475,-0.01075000047683716,0.03455552379987234,1
833,545,0.01302638304814406,-0.01075000047683716,0.034520785759413156,1
834,545,0.012966214997113373,-0.01075000047683716,0.03448604771895397,1
835,545,0.012906046946082684,-0.01075000047683716,0.03445130967849479,1
836,545,0.012845878895051994,-0.01075000047683716,0.034416571638035603,1
837,545,0.012785710844021305,-0.01075000047683716,0.03438183359757642,1
838,545,0.012725542792990617,-0.01075000047683716,0.034347095557117235,1
839,545,0.012665374741959928,-0.01075000047683716,0.03431235751665805,1
840,545,0.012605206690929238,-0.01075000047683716,0.03427761947619887,1
841,545,0.012545038639898549,-0.01075000047683716,0.03424288143573968,1
842,545,0.012484870588867861,-0.01075000047683716,0.0342081433952805,1
843,545,0.012424702537837172,-0.01075000047683716,0.03417340535482132,1
844,545,0.01236453448680649,-0.01075000047683716,0.03413866731436214,1
845,545,0.0123043664357758,-0.01075000047683716,0.034103929273902954,1
846,545,0.01224419838474511,-0.01075000047683716,0.03406919123344377,1
847,545,0.012184030333714423,-0.01075000047683716,0.034034453192984586,1
848,545,0.012123862282683733,-0.01075000047683716,0.03399971515252541,1
849,545,0.012063694231653044,-0.01075000047683716,0.033964977112066225,1
850,545,0.012003526180622354,-0.01075000047683716,0.03393023907160704,1
851,545,0.011943358129591667,-0.01075000047683716,0.03389550103114786,1
852,545,0.011883190078560977,-0.01075000047683716,0.03386076299068867,1
853,545,0.011823022027530288,-0.01075000047683716,0.03382602495022949,1
854,545,0.011762853976499598,-0.01075000047683716,0.033791286909770304,1
855,545,0.01170268592546891,-0.01075000047683716,0.03375654886931112,1
856,545,0.01164251787443822,-0.01075000047683716,0.033721810828851936,1
857,545,0.01158234982340753,-0.01075000047683716,0.03368707278839275,1
858,545,0.01152218177237684,-0.01075000047683716,0.03365233474793357,1
859,545,0.01146201372134616,-0.01075000047683716,0.03361759670747439,1
860,545,0.011401845670315472,-0.01075000047683716,0.03358285866701521,1
861,545,0.011341677619284783,-0.01075000047683716,0.03354812062655602,1
862,545,0.011281509568254093,-0.01075000047683716,0.03351338258609684,1
863,545,0.011221341517223404,-0.01075000047683716,0.033478644545637655,1
864,545,0.011161173466192716,-0.01075000047683716,0.03344390650517847,1
865,545,0.011101005415162027,-0.01075000047683716,0.033409168464719294,1
866,545,0.011040837364131336,-0.01075000047683716,0.03337443042426011,1
867,545,0.010980669313100646,-0.01075000047683716,0.033339692383800926,1
868,545,0.010920501262069957,-0.01075000047683716,0.03330495434334174,1
869,545,0.010860333211039267,-0.01075000047683716,0.03327021630288256,1
870,545,0.01080016516000858,-0.01075000047683716,0.033235478262423374,1
871,545,0.01073999710897789,-0.01075000047683716,0.03320074022196419,1
872,545,0.010679829057947201,-0.01075000047683716,0.033166002181505005,1
873,545,0.010619661006916522,-0.01075000047683716,0.03313126414104583,1
874,545,0.010559492955885832,-0.01075000047683716,0.033096526100586644,1
875,545,0.010499324904855143,-0.01075000047683716,0.03306178806012746,1
876,545,0.010439156853824452,-0.01075000047683716,0.033027050019668276,1
877,545,0.010378988802793762,-0.01075000047683716,0.03299231197920909,1
878,545,0.010318820751763073,-0.01075000047683716,0.03295757393874991,1
879,545,0.010258652700732385,-0.01075000047683716,0.032922835898290724,1
880,545,0.010198484649701696,-0.01075000047683716,0.03288809785783154,1
881,545,0.010138316598671007,-0.01075000047683716,0.032853359817372356,1
882,545,0.010078148547640317,-0.01075000047683716,0.03281862177691318,1
883,545,0.01001798049660963,-0.01075000047683716,0.032783883736453995,1
884,545,0.00995781244557894,-0.01075000047683716,0.03274914569599481,1
885,545,0.00989764439454825,-0.01075000047683716,0.03271440765553563,1
886,545,0.009837476343517561,-0.01075000047683716,0.03267966961507644,1
887,545,0.00977730829248688,-0.01075000047683716,0.032644931574617266,1
888,545,0.009717140241456191,-0.01075000047683716,0.03261019353415808,1
889,545,0.009656972190425503,-0.01075000047683716,0.0325754554936989,1
890,545,0.009596804139394814,-0.01075000047683716,0.03254071745323971,1
891,545,0.009536636088364123,-0.01075000047683716,0.03250597941278053,1
892,545,0.009476468037333435,-0.01075000047683716,0.032471241372321345,1
893,545,0.009416299986302746,-0.01075000047683716,0.03243650333186216,1
894,545,0.009356131935272056,-0.01075000047683716,0.03240176529140298,1
895,545,0.009295963884241367,-0.01075000047683716,0.03236702725094379,1
896,545,0.009235795833210679,-0.01075000047683716,0.03233228921048461,1
897,545,0.00917562778217999,-0.01075000047683716,0.032297551170025425,1
898,545,0.0091154597311493,-0.01075000047683716,0.03226281312956624,1
899,545,0.00905529168011861,-0.01075000047683716,0.032228075089107064,1
900,545,0.008995123629087923,-0.01075000047683716,0.03219333704864788,1
901,545,0.008934955578057234,-0.01075000047683716,0.032158599008188696,1
902,545,0.008874787527026551,-0.01075000047683716,0.03212386096772951,1
903,545,0.008814619475995862,-0.01075000047683716,0.03208912292727033,1
